transaction_id,customer_email,product,quantity,unit_price,timestamp
TRX-1049,user_396@example.com,Keyboard,5,500,2026-02-17 11:19:02.234002
TRX-1050,user_315@example.com,Keyboard,2,500,2026-02-09 11:19:02.234032
TRX-1051,user_253@example.com,Mouse,3,300,2026-02-02 11:19:02.234059
TRX-1052,user_773@example.com,Smartphone,4,8000,2026-02-13 11:19:02.234086
TRX-1053,user_701@example.com,Headphones,5,1500,2026-02-14 11:19:02.234112
TRX-1054,user_311@example.com,Headphones,1,1500,2026-02-13 11:19:02.234139
TRX-1055,user_554@example.com,Keyboard,1,500,2026-02-19 11:19:02.234165
TRX-1056,user_798@example.com,Keyboard,5,500,2026-02-13 11:19:02.234191
TRX-1057,user_957@example.com,Smartphone,4,8000,2026-02-01 11:19:02.234218
TRX-1058,user_593@example.com,Laptop,1,15000,2026-02-28 11:19:02.234245
TRX-1059,user_855@example.com,Laptop,2,15000,2026-02-08 11:19:02.234272
TRX-1060,user_342@example.com,Headphones,2,1500,2026-02-07 11:19:02.234301
TRX-1061,user_634@example.com,Keyboard,2,500,2026-02-04 11:19:02.234328
TRX-1062,user_416@example.com,Laptop,4,15000,2026-02-23 11:19:02.234355
TRX-1063,user_818@example.com,Mouse,1,300,2026-02-23 11:19:02.234381
TRX-1064,user_358@example.com,Headphones,5,1500,2026-02-21 11:19:02.234410
TRX-1065,user_266@example.com,Headphones,1,1500,2026-02-16 11:19:02.234439
TRX-1066,user_265@example.com,Laptop,3,15000,2026-02-13 11:19:02.234466
TRX-1067,user_970@example.com,Headphones,3,1500,2026-02-26 11:19:02.234493
TRX-1068,user_622@example.com,Keyboard,1,500,2026-02-15 11:19:02.234519
TRX-1069,user_522@example.com,Keyboard,3,500,2026-02-03 11:19:02.234545
TRX-1070,user_951@example.com,Mouse,5,300,2026-02-16 11:19:02.234571
TRX-1071,user_918@example.com,Mouse,3,300,2026-02-27 11:19:02.234597
TRX-1072,user_104@example.com,Smartphone,2,8000,2026-02-19 11:19:02.234624
TRX-1073,user_376@example.com,Keyboard,1,500,2026-02-03 11:19:02.234650
TRX-1074,user_393@example.com,Monitor,5,3000,2026-02-04 11:19:02.234676
TRX-1075,user_143@example.com,Mouse,4,300,2026-02-24 11:19:02.234702
TRX-1076,user_358@example.com,Headphones,1,1500,2026-02-04 11:19:02.234729
TRX-1077,user_168@example.com,Headphones,2,1500,2026-02-09 11:19:02.234757
TRX-1078,user_860@example.com,Laptop,4,15000,2026-02-26 11:19:02.234784
TRX-1079,user_481@example.com,Keyboard,4,500,2026-02-26 11:19:02.234814
TRX-1080,user_789@example.com,Laptop,1,15000,2026-02-04 11:19:02.234841
TRX-1081,user_161@example.com,Smartphone,5,8000,2026-02-20 11:19:02.234868
TRX-1082,user_664@example.com,Laptop,1,15000,2026-02-14 11:19:02.234899
TRX-1083,user_303@example.com,Smartphone,4,8000,2026-02-09 11:19:02.234928
TRX-1084,user_174@example.com,Laptop,4,15000,2026-02-08 11:19:02.234955
TRX-1085,user_211@example.com,Headphones,2,1500,2026-02-21 11:19:02.234981
TRX-1086,user_948@example.com,Monitor,4,3000,2026-02-03 11:19:02.235009
TRX-1087,user_369@example.com,Mouse,2,300,2026-02-09 11:19:02.235035
TRX-1088,user_121@example.com,Smartphone,4,8000,2026-02-20 11:19:02.235061
TRX-1089,user_486@example.com,Mouse,2,300,2026-02-28 11:19:02.235088
TRX-1090,user_311@example.com,Monitor,5,3000,2026-02-12 11:19:02.235114
TRX-1091,user_169@example.com,Keyboard,3,500,2026-03-03 11:19:02.235140
TRX-1092,user_840@example.com,Smartphone,3,8000,2026-02-26 11:19:02.235166
TRX-1093,user_298@example.com,Smartphone,4,8000,2026-02-14 11:19:02.235193
TRX-1094,user_338@example.com,Keyboard,3,500,2026-02-25 11:19:02.235220
TRX-1095,user_583@example.com,Monitor,4,3000,2026-02-09 11:19:02.235246
TRX-1096,user_812@example.com,Laptop,4,15000,2026-02-18 11:19:02.235273
TRX-1097,user_463@example.com,Headphones,5,1500,2026-02-23 11:19:02.235299
TRX-1098,user_816@example.com,Headphones,4,1500,2026-02-03 11:19:02.235325
TRX-1099,user_811@example.com,Monitor,2,3000,2026-02-15 11:19:02.235352
TRX-1100,user_766@example.com,Mouse,2,300,2026-02-07 11:19:02.235381
TRX-1101,user_917@example.com,Smartphone,5,8000,2026-02-06 11:19:02.235408
TRX-1102,user_902@example.com,Keyboard,2,500,2026-02-09 11:19:02.235434
TRX-1103,user_738@example.com,Headphones,1,1500,2026-02-28 11:19:02.235460
TRX-1104,user_438@example.com,Monitor,2,3000,2026-02-03 11:19:02.235489
TRX-1105,user_190@example.com,Keyboard,5,500,2026-02-16 11:19:02.235515
TRX-1106,user_214@example.com,Smartphone,2,8000,2026-02-07 11:19:02.235542
TRX-1107,user_941@example.com,Smartphone,5,8000,2026-02-02 11:19:02.235571
TRX-1108,user_679@example.com,Mouse,2,300,2026-02-18 11:19:02.235597
TRX-1109,user_779@example.com,Laptop,3,15000,2026-02-13 11:19:02.235627
TRX-1110,user_793@example.com,Monitor,1,3000,2026-02-09 11:19:02.235654
TRX-1111,user_492@example.com,Smartphone,2,8000,2026-02-05 11:19:02.235680
TRX-1112,user_502@example.com,Keyboard,3,500,2026-02-04 11:19:02.235706
TRX-1113,user_171@example.com,Smartphone,4,8000,2026-02-13 11:19:02.235732
TRX-1114,user_912@example.com,Keyboard,4,500,2026-03-01 11:19:02.235758
TRX-1115,user_367@example.com,Laptop,4,15000,2026-02-04 11:19:02.235784
TRX-1116,user_222@example.com,Mouse,5,300,2026-02-21 11:19:02.235810
TRX-1117,user_612@example.com,Smartphone,4,8000,2026-02-09 11:19:02.235837
TRX-1118,user_608@example.com,Laptop,5,15000,2026-02-28 11:19:02.235866
TRX-1119,user_532@example.com,Keyboard,3,500,2026-02-04 11:19:02.235892
TRX-1120,user_764@example.com,Smartphone,1,8000,2026-02-07 11:19:02.235919
TRX-1121,user_377@example.com,Smartphone,5,8000,2026-02-08 11:19:02.235947
TRX-1122,user_961@example.com,Keyboard,2,500,2026-02-09 11:19:02.235973
TRX-1123,user_800@example.com,Keyboard,4,500,2026-02-09 11:19:02.235999
TRX-1124,user_152@example.com,Smartphone,2,8000,2026-02-13 11:19:02.236026
TRX-1125,user_224@example.com,Keyboard,2,500,2026-02-21 11:19:02.236053
TRX-1126,user_380@example.com,Smartphone,4,8000,2026-02-10 11:19:02.236081
TRX-1127,user_240@example.com,Smartphone,2,8000,2026-02-11 11:19:02.236108
TRX-1128,user_498@example.com,Headphones,4,1500,2026-02-20 11:19:02.236134
TRX-1129,user_864@example.com,Mouse,2,300,2026-02-11 11:19:02.236161
TRX-1130,user_317@example.com,Laptop,3,15000,2026-03-01 11:19:02.236188
TRX-1131,user_216@example.com,Keyboard,5,500,2026-02-14 11:19:02.236214
TRX-1132,user_122@example.com,Headphones,3,1500,2026-02-19 11:19:02.236240
TRX-1133,user_686@example.com,Keyboard,3,500,2026-02-02 11:19:02.236267
TRX-1134,user_841@example.com,Monitor,3,3000,2026-03-02 11:19:02.236292
TRX-1135,user_470@example.com,Headphones,3,1500,2026-02-26 11:19:02.236321
TRX-1136,user_450@example.com,Keyboard,4,500,2026-02-19 11:19:02.236348
TRX-1137,user_203@example.com,Laptop,5,15000,2026-02-01 11:19:02.236374
TRX-1138,user_388@example.com,Monitor,5,3000,2026-02-14 11:19:02.236403
TRX-1139,user_440@example.com,Laptop,3,15000,2026-02-10 11:19:02.236430
TRX-1140,user_356@example.com,Mouse,1,300,2026-02-05 11:19:02.236456
TRX-1141,user_898@example.com,Headphones,3,1500,2026-02-24 11:19:02.236482
TRX-1142,user_891@example.com,Monitor,3,3000,2026-02-10 11:19:02.236508
TRX-1143,user_835@example.com,Laptop,2,15000,2026-02-22 11:19:02.236534
TRX-1144,user_302@example.com,Laptop,2,15000,2026-02-01 11:19:02.236561
TRX-1145,user_849@example.com,Mouse,4,300,2026-02-27 11:19:02.236587
TRX-1146,user_845@example.com,Mouse,5,300,2026-02-11 11:19:02.236616
TRX-1147,user_416@example.com,Headphones,3,1500,2026-02-09 11:19:02.236642
TRX-1148,user_551@example.com,Laptop,5,15000,2026-02-10 11:19:02.236669
TRX-1149,user_734@example.com,Headphones,1,1500,2026-02-04 11:19:02.236696
TRX-1150,user_837@example.com,Smartphone,1,8000,2026-02-02 11:19:02.236722
TRX-1151,user_996@example.com,Mouse,1,300,2026-02-11 11:19:02.236749
TRX-1152,user_956@example.com,Smartphone,4,8000,2026-02-03 11:19:02.236775
TRX-1153,user_786@example.com,Keyboard,1,500,2026-02-02 11:19:02.236801
TRX-1154,user_677@example.com,Laptop,4,15000,2026-02-22 11:19:02.236828
TRX-1155,user_615@example.com,Smartphone,2,8000,2026-02-23 11:19:02.236854
TRX-1156,user_563@example.com,Keyboard,4,500,2026-02-17 11:19:02.236880
TRX-1157,user_332@example.com,Smartphone,2,8000,2026-02-11 11:19:02.236909
TRX-1158,user_507@example.com,Headphones,3,1500,2026-02-23 11:19:02.236936
TRX-1159,user_843@example.com,Mouse,4,300,2026-02-08 11:19:02.236962
TRX-1160,user_836@example.com,Headphones,3,1500,2026-03-01 11:19:02.236989
TRX-1161,user_315@example.com,Mouse,2,300,2026-02-20 11:19:02.237015
TRX-1162,user_697@example.com,Mouse,5,300,2026-02-22 11:19:02.237042
TRX-1163,user_796@example.com,Keyboard,1,500,2026-02-21 11:19:02.237070
TRX-1164,user_194@example.com,Laptop,2,15000,2026-02-09 11:19:02.237097
TRX-1165,user_551@example.com,Mouse,4,300,2026-02-16 11:19:02.237123
TRX-1166,user_363@example.com,Smartphone,5,8000,2026-02-12 11:19:02.237150
TRX-1167,user_933@example.com,Headphones,4,1500,2026-02-01 11:19:02.237178
TRX-1168,user_348@example.com,Monitor,3,3000,2026-02-19 11:19:02.237206
TRX-1169,user_321@example.com,Mouse,4,300,2026-02-04 11:19:02.237233
TRX-1170,user_368@example.com,Monitor,3,3000,2026-02-03 11:19:02.237259
TRX-1171,,Smartphone,1,8000,2026-02-13 11:19:02.237284
TRX-1172,user_907@example.com,Mouse,5,300,2026-02-04 11:19:02.237311
TRX-1173,user_135@example.com,Monitor,2,3000,2026-02-18 11:19:02.237338
TRX-1174,user_697@example.com,Smartphone,5,8000,2026-02-26 11:19:02.237365
TRX-1175,user_790@example.com,Monitor,1,3000,2026-03-03 11:19:02.237392
TRX-1176,user_476@example.com,Mouse,3,300,2026-02-11 11:19:02.237418
TRX-1177,user_399@example.com,Keyboard,1,500,2026-02-21 11:19:02.237444
TRX-1178,user_326@example.com,Keyboard,5,500,2026-03-01 11:19:02.237473
TRX-1179,user_536@example.com,Mouse,1,300,2026-02-18 11:19:02.237500
TRX-1180,user_890@example.com,Smartphone,5,8000,2026-02-08 11:19:02.237526
TRX-1181,user_609@example.com,Monitor,4,3000,2026-02-14 11:19:02.237552
TRX-1182,user_873@example.com,Smartphone,5,8000,2026-02-27 11:19:02.237578
TRX-1183,user_814@example.com,Headphones,2,1500,2026-02-23 11:19:02.237605
TRX-1184,user_116@example.com,Headphones,3,1500,2026-02-11 11:19:02.237631
TRX-1185,user_214@example.com,Mouse,4,300,2026-02-22 11:19:02.237657
TRX-1186,user_392@example.com,Monitor,2,3000,2026-02-18 11:19:02.237683
TRX-1187,user_598@example.com,Headphones,4,1500,2026-02-09 11:19:02.237709
TRX-1188,user_279@example.com,Mouse,5,300,2026-02-11 11:19:02.237735
TRX-1189,,Keyboard,5,500,2026-02-13 11:19:02.237764
TRX-1190,user_697@example.com,Monitor,1,3000,2026-02-18 11:19:02.237790
TRX-1191,user_977@example.com,Mouse,3,300,2026-02-21 11:19:02.237816
TRX-1192,user_618@example.com,Monitor,1,3000,2026-02-17 11:19:02.237843
TRX-1193,user_301@example.com,Smartphone,4,8000,2026-02-06 11:19:02.237870
TRX-1194,user_238@example.com,Keyboard,5,500,2026-02-21 11:19:02.237896
TRX-1195,user_718@example.com,Headphones,3,1500,2026-02-02 11:19:02.237925
TRX-1196,user_653@example.com,Headphones,4,1500,2026-02-26 11:19:02.237955
TRX-1197,user_976@example.com,Laptop,1,15000,2026-02-25 11:19:02.237981
TRX-1198,user_740@example.com,Mouse,2,300,2026-02-05 11:19:02.238008
TRX-1199,user_113@example.com,Keyboard,5,500,2026-02-01 11:19:02.238034
TRX-1200,user_617@example.com,Laptop,4,15000,2026-02-06 11:19:02.238060
TRX-1201,user_327@example.com,Keyboard,5,500,2026-02-28 11:19:02.238087
TRX-1202,user_604@example.com,Laptop,2,15000,2026-02-23 11:19:02.238114
TRX-1203,user_194@example.com,Smartphone,3,8000,2026-02-25 11:19:02.238140
TRX-1204,user_801@example.com,Monitor,2,3000,2026-02-25 11:19:02.238167
TRX-1205,user_550@example.com,Headphones,5,1500,2026-02-04 11:19:02.238193
TRX-1206,user_114@example.com,Monitor,1,3000,2026-02-25 11:19:02.238219
TRX-1207,user_455@example.com,Laptop,1,15000,2026-02-20 11:19:02.238245
TRX-1208,user_303@example.com,Smartphone,4,8000,2026-03-01 11:19:02.238271
TRX-1209,user_175@example.com,Monitor,2,3000,2026-02-15 11:19:02.238297
TRX-1210,user_666@example.com,Headphones,5,1500,2026-02-07 11:19:02.238335
TRX-1211,user_932@example.com,Smartphone,3,8000,2026-02-25 11:19:02.238361
TRX-1212,user_642@example.com,Smartphone,3,8000,2026-02-17 11:19:02.238389
TRX-1213,user_272@example.com,Keyboard,5,500,2026-02-07 11:19:02.238415
TRX-1214,user_215@example.com,Mouse,4,300,2026-02-26 11:19:02.238440
TRX-1215,user_766@example.com,Monitor,4,3000,2026-02-21 11:19:02.238465
TRX-1216,user_597@example.com,Mouse,2,300,2026-02-25 11:19:02.238493
TRX-1217,user_657@example.com,Smartphone,3,8000,2026-02-11 11:19:02.238519
TRX-1218,user_210@example.com,Keyboard,3,500,2026-02-18 11:19:02.238544
TRX-1219,user_795@example.com,Headphones,2,1500,2026-03-02 11:19:02.238570
TRX-1220,user_159@example.com,Laptop,1,15000,2026-02-11 11:19:02.238598
TRX-1221,user_749@example.com,Laptop,2,15000,2026-03-01 11:19:02.238624
TRX-1222,user_697@example.com,Laptop,5,15000,2026-02-09 11:19:02.238650
TRX-1223,user_425@example.com,Mouse,5,300,2026-03-03 11:19:02.238676
TRX-1224,user_587@example.com,Headphones,4,1500,2026-02-28 11:19:02.238701
TRX-1225,user_671@example.com,Smartphone,2,8000,2026-02-17 11:19:02.238727
TRX-1226,user_116@example.com,Smartphone,5,8000,2026-02-15 11:19:02.238752
TRX-1227,user_172@example.com,Monitor,5,3000,2026-02-20 11:19:02.238778
TRX-1228,user_378@example.com,Keyboard,3,500,2026-02-28 11:19:02.238804
TRX-1229,user_810@example.com,Laptop,1,15000,2026-02-11 11:19:02.238829
TRX-1230,user_745@example.com,Laptop,2,15000,2026-03-02 11:19:02.238855
TRX-1231,user_485@example.com,Headphones,5,1500,2026-02-04 11:19:02.238881
TRX-1232,user_681@example.com,Monitor,4,3000,2026-02-13 11:19:02.238909
TRX-1233,user_795@example.com,Mouse,1,300,2026-02-05 11:19:02.238936
TRX-1234,user_832@example.com,Mouse,2,300,2026-02-26 11:19:02.238962
TRX-1235,user_326@example.com,Keyboard,3,500,2026-02-09 11:19:02.238991
TRX-1236,user_533@example.com,Headphones,1,1500,2026-02-02 11:19:02.239016
TRX-1237,user_479@example.com,Monitor,1,3000,2026-02-08 11:19:02.239041
TRX-1238,user_720@example.com,Laptop,3,15000,2026-02-07 11:19:02.239067
TRX-1239,user_671@example.com,Smartphone,1,8000,2026-02-23 11:19:02.239092
TRX-1240,user_250@example.com,Mouse,2,300,2026-02-02 11:19:02.239118
TRX-1241,user_678@example.com,Headphones,4,1500,2026-02-21 11:19:02.239143
TRX-1242,user_970@example.com,Monitor,3,3000,2026-02-03 11:19:02.239168
TRX-1243,user_994@example.com,Headphones,2,1500,2026-02-06 11:19:02.239194
TRX-1244,user_309@example.com,Smartphone,5,8000,2026-02-19 11:19:02.239219
TRX-1245,user_437@example.com,Smartphone,5,8000,2026-02-14 11:19:02.239245
TRX-1246,user_983@example.com,Smartphone,3,8000,2026-02-22 11:19:02.239270
TRX-1247,user_287@example.com,Smartphone,2,8000,2026-02-23 11:19:02.239296
TRX-1248,user_840@example.com,Headphones,5,1500,2026-02-08 11:19:02.239325
TRX-1249,user_249@example.com,Smartphone,1,8000,2026-02-05 11:19:02.239351
TRX-1250,user_691@example.com,Smartphone,2,8000,2026-02-14 11:19:02.239376
TRX-1251,user_488@example.com,Mouse,5,300,2026-02-23 11:19:02.239402
TRX-1252,user_778@example.com,Headphones,2,1500,2026-02-01 11:19:02.239428
TRX-1253,user_456@example.com,Keyboard,5,500,2026-02-21 11:19:02.239456
TRX-1254,user_127@example.com,Smartphone,3,8000,2026-02-02 11:19:02.239482
TRX-1255,user_298@example.com,Mouse,2,300,2026-02-09 11:19:02.239507
TRX-1256,user_704@example.com,Keyboard,2,500,2026-03-03 11:19:02.239535
TRX-1257,user_590@example.com,Monitor,5,3000,2026-02-13 11:19:02.239560
TRX-1258,user_217@example.com,Smartphone,1,8000,2026-02-06 11:19:02.239586
TRX-1259,user_674@example.com,Laptop,1,15000,2026-02-14 11:19:02.239612
TRX-1260,user_119@example.com,Mouse,3,300,2026-02-22 11:19:02.239638
TRX-1261,user_621@example.com,Monitor,4,3000,2026-03-02 11:19:02.239664
TRX-1262,user_588@example.com,Laptop,5,15000,2026-02-22 11:19:02.239689
TRX-1263,user_256@example.com,Smartphone,4,8000,2026-02-15 11:19:02.239715
TRX-1264,user_702@example.com,Mouse,2,300,2026-02-03 11:19:02.239740
TRX-1265,user_178@example.com,Keyboard,5,500,2026-02-17 11:19:02.239765
TRX-1266,user_706@example.com,Mouse,1,300,2026-02-10 11:19:02.239791
TRX-1267,user_734@example.com,Laptop,1,15000,2026-02-04 11:19:02.239816
TRX-1268,user_923@example.com,Smartphone,1,8000,2026-02-23 11:19:02.239841
TRX-1269,user_782@example.com,Mouse,1,300,2026-02-27 11:19:02.239868
TRX-1270,user_200@example.com,Keyboard,3,500,2026-02-20 11:19:02.239893
TRX-1271,user_611@example.com,Headphones,5,1500,2026-02-08 11:19:02.239919
TRX-1272,,Keyboard,1,500,2026-02-10 11:19:02.239944
TRX-1273,user_827@example.com,Keyboard,2,500,2026-02-13 11:19:02.239969
TRX-1274,user_785@example.com,Laptop,1,15000,2026-03-03 11:19:02.239997
TRX-1275,user_199@example.com,Monitor,3,3000,2026-03-03 11:19:02.240025
TRX-1276,user_444@example.com,Laptop,1,15000,2026-02-11 11:19:02.240052
TRX-1277,user_306@example.com,Monitor,5,3000,2026-03-03 11:19:02.240078
TRX-1278,,Mouse,1,300,2026-02-23 11:19:02.240103
TRX-1279,user_440@example.com,Laptop,4,15000,2026-02-13 11:19:02.240129
TRX-1280,user_931@example.com,Keyboard,2,500,2026-02-24 11:19:02.240154
TRX-1281,user_365@example.com,Laptop,2,15000,2026-02-20 11:19:02.240180
TRX-1282,user_837@example.com,Smartphone,1,8000,2026-02-02 11:19:02.240205
TRX-1283,user_211@example.com,Monitor,1,3000,2026-02-24 11:19:02.240231
TRX-1284,user_396@example.com,Laptop,3,15000,2026-02-10 11:19:02.240257
TRX-1285,user_132@example.com,Monitor,2,3000,2026-02-12 11:19:02.240282
TRX-1286,user_428@example.com,Monitor,5,3000,2026-02-21 11:19:02.240308
TRX-1287,user_554@example.com,Keyboard,4,500,2026-02-01 11:19:02.240333
TRX-1288,user_465@example.com,Mouse,1,300,2026-02-17 11:19:02.240359
TRX-1289,user_651@example.com,Smartphone,2,8000,2026-02-06 11:19:02.240384
TRX-1290,user_369@example.com,Headphones,3,1500,2026-02-01 11:19:02.240410
TRX-1291,user_323@example.com,Monitor,3,3000,2026-02-16 11:19:02.240436
TRX-1292,user_316@example.com,Mouse,4,300,2026-02-08 11:19:02.240461
TRX-1293,user_123@example.com,Mouse,3,300,2026-02-26 11:19:02.240487
TRX-1294,user_589@example.com,Headphones,1,1500,2026-02-05 11:19:02.240514
TRX-1295,user_550@example.com,Headphones,2,1500,2026-02-07 11:19:02.240540
TRX-1296,user_261@example.com,Smartphone,5,8000,2026-02-08 11:19:02.240566
TRX-1297,user_306@example.com,Laptop,1,15000,2026-02-08 11:19:02.240594
TRX-1298,,Headphones,3,1500,2026-02-12 11:19:02.240619
TRX-1299,user_791@example.com,Mouse,3,300,2026-02-15 11:19:02.240645
TRX-1300,user_258@example.com,Smartphone,1,8000,2026-02-13 11:19:02.240670
TRX-1301,user_751@example.com,Monitor,3,3000,2026-02-17 11:19:02.240695
TRX-1302,user_280@example.com,Keyboard,4,500,2026-02-10 11:19:02.240721
TRX-1303,user_376@example.com,Monitor,4,3000,2026-02-02 11:19:02.240746
TRX-1304,user_820@example.com,Keyboard,5,500,2026-02-01 11:19:02.240772
TRX-1305,user_413@example.com,Monitor,3,3000,2026-02-28 11:19:02.240798
TRX-1306,user_274@example.com,Laptop,4,15000,2026-02-12 11:19:02.240823
TRX-1307,user_743@example.com,Laptop,1,15000,2026-02-13 11:19:02.240849
TRX-1308,user_949@example.com,Monitor,4,3000,2026-02-22 11:19:02.240877
TRX-1309,user_302@example.com,Smartphone,3,8000,2026-02-22 11:19:02.240904
TRX-1310,user_917@example.com,Laptop,2,15000,2026-02-02 11:19:02.240930
TRX-1311,user_483@example.com,Smartphone,1,8000,2026-02-24 11:19:02.240956
TRX-1312,user_667@example.com,Headphones,2,1500,2026-02-09 11:19:02.240981
TRX-1313,user_139@example.com,Monitor,5,3000,2026-02-13 11:19:02.241010
TRX-1314,user_578@example.com,Keyboard,1,500,2026-02-10 11:19:02.241036
TRX-1315,user_348@example.com,Mouse,1,300,2026-02-01 11:19:02.241062
TRX-1316,user_477@example.com,Mouse,4,300,2026-02-04 11:19:02.241087
TRX-1317,user_103@example.com,Mouse,2,300,2026-02-16 11:19:02.241112
TRX-1318,user_578@example.com,Laptop,2,15000,2026-02-06 11:19:02.241141
TRX-1319,user_885@example.com,Smartphone,3,8000,2026-03-03 11:19:02.241167
TRX-1320,user_822@example.com,Monitor,2,3000,2026-02-19 11:19:02.241192
TRX-1321,,Monitor,1,3000,2026-02-25 11:19:02.241218
TRX-1322,user_935@example.com,Smartphone,2,8000,2026-02-25 11:19:02.241243
TRX-1323,user_519@example.com,Monitor,1,3000,2026-02-06 11:19:02.241269
TRX-1324,user_521@example.com,Smartphone,5,8000,2026-02-08 11:19:02.241295
TRX-1325,user_339@example.com,Monitor,3,3000,2026-02-22 11:19:02.241320
TRX-1326,,Mouse,1,300,2026-02-15 11:19:02.241345
TRX-1327,user_597@example.com,Mouse,1,300,2026-02-08 11:19:02.241370
TRX-1328,user_435@example.com,Mouse,5,300,2026-02-03 11:19:02.241396
TRX-1329,,Monitor,2,3000,2026-02-22 11:19:02.241421
TRX-1330,user_792@example.com,Headphones,3,1500,2026-02-09 11:19:02.241446
TRX-1331,user_488@example.com,Smartphone,3,8000,2026-02-01 11:19:02.241472
TRX-1332,user_928@example.com,Laptop,5,15000,2026-02-15 11:19:02.241498
TRX-1333,user_270@example.com,Keyboard,3,500,2026-02-11 11:19:02.241526
TRX-1334,user_985@example.com,Smartphone,3,8000,2026-02-14 11:19:02.241553
TRX-1335,user_574@example.com,Mouse,1,300,2026-02-12 11:19:02.241579
TRX-1336,user_519@example.com,Laptop,2,15000,2026-02-06 11:19:02.241605
TRX-1337,user_709@example.com,Headphones,3,1500,2026-03-01 11:19:02.241631
TRX-1338,user_149@example.com,Headphones,2,1500,2026-02-22 11:19:02.241656
TRX-1339,user_613@example.com,Laptop,4,15000,2026-02-03 11:19:02.241682
TRX-1340,user_443@example.com,Smartphone,5,8000,2026-02-05 11:19:02.241710
